#{"t_start": 1765013240.050719, "env_id": "group5-env-v0"}
r,l,t
2.266454,11,3.636183
-0.381948,3,4.586093
1.010424,12,8.528383
-0.941812,4,9.892142
3.417343,10,15.1136
0.084209,6,17.043353
1.306933,7,19.357161
1.370235,7,21.622673
-0.232683,4,22.99596
0.047613,4,24.21337
0.470045,6,27.216828
1.099006,7,30.290737
-0.898176,3,31.30718
0.265966,5,32.986341
-0.546798,4,34.283436
0.576592,5,35.864928
1.42821,7,38.008596
-0.021257,4,39.494523
9.721729,17,46.602888
2.772844,10,50.026663
-0.003698,4,51.404413
-1.068664,2,52.04708
0.459224,5,53.971145
0.212382,6,57.420411
0.967164,6,59.543423
0.794315,6,61.577555
2.269706,8,64.380147
-1.130626,2,65.080756
-0.959161,2,65.804293
0.900985,6,67.929559
-0.948674,2,69.176347
-1.112959,1,69.857971
8.414367,17,76.402943
8.003476,18,82.071806
0.501005,8,86.512452
0.292121,4,87.779833
-1.062712,2,88.49703
3.584261,13,92.915443
0.469332,5,94.428141
0.359737,5,95.996123
0.481414,5,98.445692
0.305888,5,101.094685
-0.489662,3,102.087023
2.73643,9,105.013988
0.481606,5,106.61817
7.701267,20,114.207033
0.370166,7,116.847267
-0.192104,3,117.791523
-0.500627,3,118.702862
0.700079,7,121.009893
1.60098,7,123.32276
5.440026,14,129.867124
-1.08325,1,130.251374
0.992978,6,132.223207
-0.953377,2,132.885428
1.711094,9,135.942251
5.079827,13,140.782818
-1.079538,2,141.893872
-0.502257,3,143.80817
0.266112,5,145.546628
2.091445,9,148.565416
-1.114475,1,148.894196
0.794147,5,150.608022
-0.327662,3,151.570127
6.422222,14,157.645973
-0.946062,2,158.695832
5.487095,14,163.447721
-0.489043,3,164.487943
9.862296,16,170.751559
-0.567171,3,172.564157
-1.115538,1,173.029422
-0.942788,2,173.761496
-1.387948,1,174.13842
1.033853,8,176.863498
1.982775,8,179.553729
-1.384752,1,179.964154
-0.914569,3,181.008514
3.33382,11,186.096892
6.852527,16,192.159463
0.99523,6,194.267078
0.148833,5,195.825858
1.668852,8,199.504407
-0.441471,3,201.324973
0.403315,5,203.169067
-0.950703,2,203.848855
-0.949513,2,204.555103
1.079047,6,206.570535
1.514376,7,208.746386
1.253486,6,210.660349
6.53711,15,217.441024
-0.953531,2,218.128492
3.565844,14,222.747721
3.622447,11,227.387647
7.561776,19,235.131586
-0.046937,6,237.097475
8.198199,16,243.595364
-0.944069,2,244.783613
8.168248,17,250.249837
-0.861925,2,250.952587
-0.954169,2,251.655529
7.940217,18,259.28576
3.235313,10,262.57609
1.794778,11,266.066229
-0.72707,3,267.06963
0.4728,5,268.781367
8.553916,17,276.364096
7.733706,18,282.033331
1.190587,8,285.48919
-1.238375,2,286.676876
-0.942285,2,287.88729
5.025876,16,293.432732
2.772202,10,296.593503
1.318065,7,299.666325
0.745414,6,302.799298
2.125662,13,307.156564
1.751119,8,309.818913
5.7222,16,317.054934
2.349419,8,319.908896
-1.082093,1,320.265926
5.46916,15,324.957638
-1.387133,1,325.282989
9.593176,18,332.985612
-1.088938,3,333.925323
-0.944195,2,334.617347
1.533482,8,337.043278
-0.253183,3,338.081628
0.366075,5,339.739739
7.743885,20,348.045487
0.353041,5,349.68239
-1.081992,1,350.006993
0.560925,8,352.709951
-0.952079,2,353.336067
4.538001,13,359.593122
1.277224,9,363.053178
-0.655115,3,364.099423
4.273251,12,367.914835
0.621612,7,370.425386
-0.903481,3,372.137859
-1.394157,1,372.746665
-0.272221,3,374.519427
-0.228123,4,375.982005
-0.913751,3,377.007234
0.479425,5,378.752029
-0.753383,4,380.099063
-0.95222,2,380.841208
-0.446371,3,381.810886
-0.527633,3,382.825853
5.822516,14,389.206867
7.945875,18,395.108685
1.210316,6,397.120587
-1.221535,2,397.738151
7.85229,19,405.890331
-1.079758,1,406.224664
0.165749,8,408.613676
-0.59683,3,409.477732
1.017534,6,411.253126
0.158712,7,413.374396
7.33097,20,421.963226
1.26912,8,424.639777
2.125065,8,427.398537
0.440978,6,430.587883
1.586036,13,435.39643
3.297095,15,439.983869
-0.059828,5,441.674295
0.820727,6,444.544153
8.885948,20,452.145561
-1.049017,3,453.210615
-0.667988,5,454.818179
0.841835,6,457.142669
3.473604,15,463.473068
-1.065485,2,464.12153
1.026358,9,467.136076
5.6157,16,473.61488
1.696213,11,477.995086
-1.137885,2,478.726418
-0.948681,2,479.367
6.631383,22,487.278338
3.610638,15,493.017612
-1.386288,1,493.394988
-0.565879,5,495.072666
0.106368,5,496.61716
6.881032,20,504.949025
0.944531,12,508.690623
6.440497,22,517.298068
7.393701,21,524.674788
-0.906822,3,525.667683
-1.387432,1,526.02445
-0.892394,3,527.053756
1.242982,10,532.097176
7.088511,21,539.256087
-0.110919,5,540.843267
-0.947171,2,541.422716
1.981963,15,548.200009
3.521153,14,552.758148
0.700067,9,555.890921
-0.383844,7,558.842136
-0.392425,7,562.225212
-1.386574,1,562.58101
-0.107522,4,563.807239
0.716787,11,567.44662
-0.954316,2,568.107996
-0.915277,4,569.369844
0.69759,5,570.967599
2.056458,13,577.008941
2.954104,18,582.630045
7.3857,23,592.085939
-0.315389,6,594.051799
2.566454,13,598.083075
7.695009,22,606.980441
-0.76258,4,608.257073
0.492629,11,611.869749
-0.781455,5,613.402198
-0.94004,4,614.896966
2.365767,13,620.708011
1.880268,12,624.636772
-1.048536,2,625.273827
-1.388452,1,625.578632
0.232463,7,627.922745
-1.350824,1,628.231617
0.018048,7,631.573948
6.239777,23,639.533366
0.237023,10,642.622367
1.520471,14,649.022819
6.125526,23,656.658998
-0.544786,5,658.810832
-0.920639,4,660.914299
0.751874,12,664.908683
4.716951,20,671.524632
6.517076,23,680.580966
0.705262,11,684.073411
1.081801,12,688.433455
-1.218519,2,689.537131
4.014956,19,695.970895
0.666399,9,698.83187
7.569031,22,707.833674
5.297456,21,714.842354
-0.4085,5,717.608768
-1.389448,1,718.185008
3.214621,13,723.112009
2.24796,15,727.932332
-0.019381,5,729.64405
-0.440739,3,731.372397
1.150424,11,736.173842
-0.229667,4,737.453444
3.776587,14,742.21197
0.585713,7,744.866596
8.29504,21,753.329688
-0.414845,6,755.217925
1.377411,12,759.768849
0.643303,10,764.399865
-0.946012,2,765.115184
6.24769,23,772.500562
-0.188884,5,775.323539
-0.36578,4,777.49246
0.040109,9,780.395384
-0.564862,6,782.305141
-0.761091,5,783.958148
5.993583,24,793.478415
0.420004,9,796.330239
-1.389275,1,796.648055
-0.893223,3,797.588145
-0.559787,4,798.934428
7.141563,20,807.227006
2.781115,11,810.982374
-0.573333,5,812.513365
1.511853,11,815.933951
0.386668,7,820.049662
-0.597437,5,821.82049
0.031431,9,824.673649
6.804034,22,832.418165
