#{"t_start": 1765096728.7311625, "env_id": "highway-fast-v0"}
r,l,t
13.644125,16,0.416058
8.152907,12,0.697021
2.912841,4,0.779981
10.044908,13,1.064455
1.766045,3,1.146384
20.610994,28,1.835549
25.544569,30,2.543117
22.798087,30,3.152116
1.666044,3,3.217286
21.712551,30,3.94955
1.732132,3,4.014384
14.076602,17,4.468743
2.179363,3,4.543485
6.078821,7,4.750952
1.865421,3,4.828032
11.000015,13,5.20571
5.778635,8,5.428588
1.846796,3,5.500918
19.412101,24,6.113424
23.632692,30,6.8808
2.466045,4,7.006809
9.279307,11,7.251002
3.366044,5,7.364022
7.279009,10,7.577651
3.150932,5,7.714067
22.943318,30,8.418334
5.678664,8,8.620528
9.930626,13,9.115324
11.346648,14,9.699893
3.548486,5,9.894502
16.243909,22,10.773848
16.045387,21,11.550729
9.945501,11,11.921347
1.051567,2,11.9899
8.279714,11,12.371282
3.679045,5,12.584817
22.983441,30,13.716671
7.313112,8,13.923234
21.483789,30,14.586001
23.162301,30,15.252439
22.896716,30,16.131689
3.364757,5,16.26026
1.213001,2,16.311594
12.983472,17,16.787694
15.576333,19,17.308581
6.499191,8,17.530462
3.265465,5,17.659872
21.019259,30,18.445968
17.38099,23,19.057353
23.930374,30,19.882745
23.365119,30,20.524227
12.366044,15,20.955022
17.94444,23,21.429193
2.565379,4,21.515687
24.293185,30,22.243123
23.162232,30,22.96819
8.366402,12,23.282585
6.17874,8,23.501762
8.531898,12,23.984535
9.346022,13,24.533791
5.197991,7,24.823018
15.678729,20,25.701905
23.978753,30,26.886808
1.913463,3,27.016775
2.013463,3,27.152726
2.53343,4,27.303268
2.996921,4,27.481655
4.579667,6,27.679716
21.751367,30,28.562593
9.345257,12,28.90408
24.197286,30,29.60386
3.496761,5,29.735724
3.2,5,29.887684
28.595012,30,30.653102
3.878841,5,30.7928
12.780547,16,31.183052
4.146375,6,31.383613
3.331551,5,31.520775
2.714487,4,31.60816
8.713561,10,31.874783
24.311107,30,32.612288
25.276602,30,33.357268
2.450269,4,33.508182
5.729577,7,33.692135
22.248733,30,34.422318
24.115834,30,35.206134
21.119047,30,35.943416
2.619667,4,36.044745
28.526591,30,36.812258
23.81708,30,37.573913
9.69711,12,37.88011
25.607181,30,39.193635
1.246796,2,39.285074
24.9832,30,40.414392
8.132526,11,40.883621
3.719058,5,41.051219
18.181435,25,42.188757
2.912841,4,42.344577
23.976778,30,43.145058
6.166062,9,43.401771
9.767166,14,43.772921
2.680129,4,43.867416
3.63599,6,44.007951
23.551127,30,44.697491
26.175521,30,45.434744
1.984576,3,45.517655
4.245974,5,45.640106
3.599655,5,45.793861
6.078379,8,46.016251
7.478002,9,46.265036
22.69521,30,46.95987
23.451712,30,47.673175
2.76573,4,47.793931
6.312995,8,48.042213
14.183905,19,48.517145
5.767053,7,48.766114
5.865463,8,48.946922
22.929695,30,49.689816
3.480129,5,49.790127
6.578387,8,49.958476
3.72018,6,50.095994
23.210656,30,50.822237
23.761084,30,51.485992
10.286219,13,51.81522
6.733373,9,52.067983
17.030206,21,52.684811
5.845489,7,52.93188
6.478223,8,53.221693
23.351953,30,54.386012
20.142582,27,55.549039
13.979315,17,56.226757
7.666621,9,56.571044
23.449441,30,57.343112
6.94549,9,57.578225
7.484722,10,57.789109
2.084576,3,57.891631
12.913113,17,64.861938
1.849108,3,64.936481
8.417166,10,65.207985
11.412691,16,65.570625
21.951961,30,66.274116
2.153508,4,66.385547
5.849458,8,66.552026
9.078685,11,66.962356
9.185982,11,67.385036
2.615775,4,67.558114
11.849602,16,68.110997
23.048212,30,69.472993
24.608554,30,70.652658
22.251099,30,71.475841
23.111223,30,72.131047
21.417154,28,72.77305
8.452097,11,73.055459
4.165378,6,73.199189
22.617157,30,73.847056
24.040943,30,74.56504
3.66405,5,74.702553
3.579507,5,74.843066
13.607912,18,75.327236
9.297273,13,75.649171
21.201135,30,76.35154
21.877671,29,77.104126
1.213001,2,77.149445
22.450452,30,77.924571
4.645412,6,78.098806
17.598062,22,78.677516
2.013001,3,78.798753
4.000005,6,79.008701
22.198226,30,79.718487
24.579683,30,80.525549
1.832711,3,80.61579
3.450974,5,80.727456
11.078814,15,81.126449
7.498088,10,81.58335
6.613118,8,81.868391
9.563081,12,82.344578
4.553514,7,82.687979
11.983915,15,83.207555
2.313158,3,83.3368
9.410967,11,83.745302
23.596798,29,84.972476
24.147012,30,85.905461
7.863531,9,86.164288
2.820215,5,86.297319
23.344403,30,87.011188
21.17622,26,87.73193
22.182389,30,88.434465
21.652635,30,89.216719
11.044897,13,89.504666
19.348183,26,90.131491
22.996924,30,90.814841
3.581195,5,90.948496
23.61385,30,91.645382
18.564816,25,92.337866
27.094037,30,93.028417
3.265465,5,93.141623
2.019667,3,93.192971
19.278853,26,93.798738
9.847294,13,94.146696
2.863588,4,94.243953
5.511549,7,94.407678
16.38475,24,94.951506
