#{"t_start": 1765173382.343943, "env_id": "highway-fast-v0"}
r,l,t
12.082732,17,2.90796
2.053097,3,3.370692
7.345751,10,4.928744
21.265121,29,9.274092
10.915424,13,12.168247
19.694788,26,17.041071
9.979779,12,18.925156
3.299428,5,19.713065
16.246129,21,22.938512
3.585649,6,23.879666
3.745595,5,24.994484
6.165737,9,27.408588
5.119362,7,28.976262
4.001718,6,29.953911
7.478222,9,31.350657
15.328661,20,34.30928
4.165739,6,35.285171
5.582368,8,36.542759
22.777978,30,42.848815
4.0,6,43.764412
3.579507,5,44.482282
7.714526,10,46.050085
1.865421,3,46.525765
10.366114,13,48.654069
2.812696,4,49.322648
1.900371,3,49.798506
6.911745,9,51.227713
9.435994,14,54.097695
2.846334,4,55.201764
18.510725,23,59.356322
9.347554,13,61.420513
6.58085,9,62.920169
6.845664,9,64.333037
5.900006,9,65.910005
5.98517,8,67.590076
5.544872,7,69.402395
5.614579,8,71.174004
10.39822,15,73.505704
23.761654,29,77.885945
16.931214,24,82.024207
8.145974,10,84.645822
3.046452,4,85.374668
3.719247,6,86.363379
5.612019,7,87.42149
22.564774,30,91.964163
2.399377,4,92.588618
10.816856,15,95.08504
1.699378,3,95.884845
7.63289,10,98.660199
5.531825,8,100.016658
6.481288,8,101.241332
9.718232,14,103.421178
4.05119,5,104.181743
5.26422,7,105.257866
8.8442,11,106.947693
9.385994,14,109.403628
7.315699,11,112.346062
5.101459,8,113.883563
5.746219,8,115.134921
8.877905,10,116.756243
2.697066,4,117.371117
7.879,10,118.925878
7.264275,11,120.554426
18.783473,25,125.504044
2.782402,4,126.567644
5.878719,8,127.970767
4.299331,6,128.90757
1.015775,2,129.217124
7.745352,10,130.761521
3.046452,4,131.335806
9.280547,13,133.663013
16.686887,25,138.282316
11.114278,15,141.99516
3.719764,5,142.773648
4.3661,7,143.864437
22.665572,30,148.659378
10.431158,14,150.838842
9.19649,13,154.186086
7.215424,9,156.257878
7.180973,10,157.872231
9.519354,13,159.98059
15.565907,20,163.099576
22.909744,30,169.313129
8.346756,10,171.041345
5.099332,7,172.119797
2.079507,3,172.572459
2.897383,4,173.183167
1.632132,3,173.621169
12.647609,18,176.396787
4.146339,6,177.338786
9.917814,12,179.219782
3.085972,4,179.961817
