#{"t_start": 1765013240.1551087, "env_id": "group5-env-v0"}
r,l,t
1.072132,7,2.420976
1.366385,7,4.646969
-1.388758,1,4.997092
6.497506,22,13.83118
7.769803,20,20.673643
0.849878,6,22.715801
-1.260642,1,23.08538
-0.151459,4,24.271462
-0.748942,3,25.748893
1.06378,10,30.379516
0.115819,5,32.033221
4.757048,13,36.253798
1.47648,7,38.386298
0.354496,5,40.813426
-1.082354,2,41.884027
2.535433,9,45.381317
2.280797,8,47.99469
-1.065598,2,48.682171
7.530348,17,55.298781
5.111591,13,60.604056
-0.618564,3,61.649774
-0.01714,4,62.990901
-1.081701,1,63.331259
0.528817,6,65.512526
2.895192,10,70.079283
5.840197,14,75.476071
0.2514,5,77.142706
0.806694,6,79.174771
0.496046,8,81.542768
-0.483717,3,82.758845
0.470163,5,85.495071
1.77887,7,88.204067
7.853691,20,94.777741
-0.42767,6,96.935671
2.222945,8,101.167595
6.727272,15,106.037802
0.36594,7,108.256948
-0.9632,2,108.911824
1.518287,7,111.245039
-0.952356,2,112.259411
8.1131,19,119.333733
2.615458,10,122.741018
4.693714,15,129.573497
0.450311,5,131.292367
1.993408,8,133.955617
-0.486643,3,134.915688
-1.073216,2,135.641731
1.547198,10,139.002225
0.804231,6,142.137302
-1.186014,1,142.730242
-0.578004,4,144.643442
1.334608,7,146.921619
4.643613,12,150.971688
3.939696,11,155.017171
-0.336408,3,156.719602
8.219387,17,163.119828
3.43282,10,166.504959
-0.0311,4,167.787457
-0.492493,3,169.204214
1.917535,7,173.100814
0.132662,5,174.897337
1.281818,6,176.97099
-0.61626,2,177.645743
1.006814,6,179.644173
-0.658244,2,180.366211
-0.268499,3,181.399222
5.929731,14,187.994729
-0.94436,2,188.679956
1.550484,8,191.554049
2.928192,10,194.934121
4.997168,13,200.860283
5.898901,14,205.954679
8.636136,17,211.353737
3.119442,13,217.495609
8.643861,18,223.500088
-0.499479,3,224.623647
-0.470691,5,226.915176
1.547828,9,231.550392
1.709371,7,233.968272
8.232665,18,239.654875
8.608962,17,247.031504
