#{"t_start": 1765358775.7692983, "env_id": "MyCustomEnv-v0"}
r,l,t
7.614222,9,2.093544
4.901969,6,3.678769
11.48439,15,8.844306
9.318911,12,11.63023
6.417414,8,13.520258
5.751201,7,15.144957
5.362094,7,16.901977
6.093963,8,19.662019
17.865115,20,25.198363
10.002799,13,28.241854
3.757316,5,29.371298
10.158656,13,32.900024
1.000564,2,33.701571
7.365981,9,36.684979
4.907701,7,38.336649
2.861935,4,39.264964
1.109897,2,39.710487
18.19756,20,44.433242
7.190997,9,47.13699
8.148589,10,50.781359
3.841165,5,51.914297
7.395541,9,53.937971
5.153086,7,55.518135
8.963761,11,58.1691
8.308845,11,61.088926
1.885542,3,62.279798
4.798359,6,64.428151
5.645779,7,66.009016
1.107327,2,66.491808
1.729705,3,67.153037
13.486701,15,70.724707
2.871209,4,71.642997
3.477949,5,72.796335
8.869755,11,76.085003
1.789158,3,77.229292
1.154044,2,78.17548
4.771834,6,79.695989
3.699086,5,80.821713
13.70381,18,85.351097
3.464934,5,86.546741
5.171313,7,88.279591
7.259316,9,91.777855
10.592843,13,95.191142
18.231338,20,100.553034
2.610596,4,101.490814
15.350675,19,107.809465
10.328293,13,110.80431
0.975776,2,111.259727
5.544648,7,112.826782
6.394609,8,114.591832
3.696596,5,115.721592
18.395505,20,122.264928
4.465461,6,123.584638
1.863773,3,124.253648
5.441947,7,125.857164
2.7169,4,126.740865
2.172427,3,127.4
10.855596,14,130.663591
2.090994,3,131.583127
19.094019,20,137.737448
1.953493,3,138.470691
5.420361,7,140.076077
6.348463,8,141.867826
3.610843,5,143.041976
1.867901,3,143.711445
9.560668,12,147.405704
1.901618,3,148.644468
2.947827,4,149.978772
19.07002,20,154.668352
1.107584,2,155.115582
6.444165,8,156.883931
4.164514,6,158.411875
11.39366,15,163.562287
11.163323,14,166.894672
4.282717,6,168.291284
1.012384,2,168.734522
4.530519,6,170.144724
1.81265,3,170.820929
1.084702,2,171.317171
4.715086,6,172.760584
5.487558,7,174.707059
5.085601,6,177.039285
2.151405,3,178.230605
3.021938,4,179.117833
9.348303,12,181.830511
2.668557,4,182.767925
0.955264,2,183.211841
7.082976,9,185.198218
7.559291,9,187.262579
5.061917,6,189.211464
10.371611,13,193.410486
17.767426,20,198.132896
16.175235,19,202.869352
3.500847,5,204.812557
2.750907,4,206.355395
17.598083,20,211.010511
8.246025,11,213.500907
2.084738,3,214.147152
9.901878,13,217.655282
9.031139,12,221.717261
8.935585,10,224.0309
6.171011,8,225.877158
2.975865,4,226.98101
2.722422,4,227.879951
17.942203,20,234.081068
3.03224,4,235.303302
4.728492,6,236.748468
8.722665,10,239.125995
1.791488,3,239.784286
2.543056,4,240.669748
8.784074,10,242.957999
1.127778,2,243.43177
10.766288,14,248.124212
5.234264,7,250.130785
7.549487,9,252.183176
9.651284,12,254.940377
4.706439,6,256.314558
3.73345,5,257.459298
16.808601,20,263.902216
0.975645,2,264.35748
10.255056,13,267.323533
6.371484,8,269.359339
2.066777,3,269.998834
9.150666,11,272.446599
1.158931,2,272.86608
1.070639,2,273.454827
2.83979,4,275.013354
2.890654,4,276.537894
4.471915,6,278.216646
7.433785,10,280.563953
11.567309,15,284.03993
1.785656,3,284.697444
7.529266,10,286.975921
6.989558,9,290.575081
3.593695,5,292.099209
4.948368,6,293.574193
9.587063,12,296.274738
3.29387,5,297.358175
10.185847,12,300.152122
18.27238,20,306.589008
9.681262,11,309.10393
0.99363,2,309.571302
1.132899,2,309.992866
9.472908,12,312.678091
16.664777,20,318.425078
4.379098,6,320.447576
6.052948,8,322.254266
9.778811,13,325.163419
9.379862,12,328.077221
1.863927,3,328.796522
2.70218,4,329.727842
3.905253,5,331.685555
16.925517,20,337.170098
3.377825,5,338.285418
2.88986,4,339.327901
2.507244,4,340.279751
11.460895,13,343.22927
2.727897,4,344.315952
3.156318,5,346.216268
7.549427,9,349.188073
5.73306,7,350.750347
7.502471,9,352.82942
11.191258,14,355.994402
6.618901,8,357.90006
11.274506,14,362.917685
10.031227,12,365.588416
4.594188,6,366.909171
9.990811,13,370.002173
10.190558,13,373.408108
2.860743,4,374.952827
2.833243,4,376.518434
6.22016,8,378.493631
2.015454,3,379.254368
16.284817,20,383.929016
3.508752,5,385.133798
3.606962,5,386.246724
6.607544,9,389.614195
4.777309,6,391.45076
7.520779,9,393.515671
5.612882,7,395.15891
7.220732,9,397.224019
7.574418,9,399.375074
12.382273,15,404.35018
4.966577,6,405.974191
5.011231,7,407.639062
6.63879,8,409.580128
6.114037,7,411.202937
8.687295,11,413.899947
1.120518,2,414.340022
6.53837,8,417.108253
3.083971,4,418.690091
5.626364,7,420.431641
5.217638,7,421.955435
11.387784,14,425.124305
17.730752,20,430.31961
2.008516,3,431.511547
3.292699,5,433.410998
7.992697,10,435.674138
8.305733,10,438.055023
2.81427,4,438.958055
11.789022,15,442.476209
3.707694,5,443.859334
7.878562,10,447.60215
1.038075,2,448.05538
1.039775,2,448.50205
8.141286,10,450.897378
6.352717,8,452.677718
9.309181,11,455.146404
11.928445,15,459.541265
1.114999,2,460.310881
7.012978,9,462.888339
6.861145,8,464.714737
3.494743,5,465.875
1.130103,2,466.328263
3.756749,5,467.463439
1.909442,3,468.117119
2.56722,4,469.052302
1.779989,3,469.799352
8.304358,10,472.567524
4.492831,6,474.918042
7.626696,10,477.655979
8.178609,11,480.228641
8.189908,11,482.779277
16.818315,20,488.737574
2.779133,4,490.272445
10.677705,13,493.298185
10.348076,13,496.278771
3.713872,5,497.450571
4.530624,6,498.797429
17.276936,20,505.171077
6.819692,9,507.235891
4.459191,6,508.597842
6.185345,8,510.481127
3.839011,5,511.663854
8.049449,11,514.155114
16.988456,20,520.56404
6.619368,9,522.628741
6.072499,8,524.491634
3.441777,5,525.574478
3.510537,5,526.74158
11.971698,14,531.574439
1.842222,3,532.634969
1.985943,3,533.304481
6.774646,9,535.421937
6.013701,7,537.057445
4.464646,6,538.403958
2.625814,4,539.332816
6.596098,8,541.220209
1.7195,3,541.925562
16.752768,20,553.403142
10.95376,14,556.699377
4.41968,6,559.182377
16.643109,20,564.540003
2.430251,4,565.444166
7.879766,10,567.800449
10.332858,13,571.072211
9.707062,12,575.345237
3.693423,5,576.503438
3.834487,5,577.638923
13.378881,16,581.361697
1.932334,3,582.126863
10.682859,14,586.410434
18.317044,20,594.869598
17.55928,20,599.781528
5.545255,7,601.807941
9.255183,12,606.105859
1.994824,3,606.781521
10.081387,13,609.881353
9.105576,11,612.447927
4.491972,6,613.812904
4.075398,6,615.19465
8.915623,11,619.491894
2.588553,4,620.47324
18.480395,20,625.051345
3.976546,5,626.175533
13.705421,16,630.076062
9.979922,12,634.396071
16.713467,20,639.054976
12.155812,15,642.67446
3.54137,5,643.873691
9.635376,12,648.310396
1.017512,2,648.762109
1.935666,3,649.452153
2.810588,4,650.377858
4.344143,6,651.871718
7.840732,10,654.189156
16.23054,20,659.599738
2.836267,4,661.208634
4.267009,6,662.903464
4.84165,6,664.29573
8.854718,12,666.933371
9.55786,12,669.667925
4.069504,6,671.121069
9.613407,12,675.271368
15.817875,18,679.974949
8.485637,11,682.616922
5.103372,7,684.183866
16.936955,20,690.626241
7.570336,10,692.947724
11.206798,14,696.290476
8.390459,10,698.543396
10.958417,14,703.00468
10.674675,14,706.724874
2.882107,4,707.676135
18.320138,20,712.56077
11.766014,15,717.1848
5.669103,7,719.294065
10.121166,13,722.358006
10.315648,13,725.396204
18.10521,20,731.355829
2.039621,3,732.602381
4.666589,6,734.05058
2.639238,4,734.933511
1.204659,2,735.368222
11.999369,15,738.809355
18.270604,20,744.220237
2.652,4,745.772475
7.792823,10,748.511334
5.376447,7,750.08831
16.754188,20,754.686706
6.039849,7,756.27492
7.121347,9,759.525558
18.005182,20,764.860068
7.637001,9,766.945552
16.702261,20,772.414807
5.992417,8,775.370586
6.804519,9,777.424968
7.141637,10,779.76058
8.97993,12,782.71312
18.397072,20,789.096117
6.216194,8,791.047991
9.484761,12,794.014779
10.42697,13,797.082004
19.175806,20,803.629707
9.89905,13,806.665254
17.350436,20,811.346136
17.854337,20,817.876637
12.3467,16,821.782519
4.64357,6,823.114462
12.928698,16,826.916014
2.459888,4,828.184827
2.997344,4,829.808135
7.123416,10,833.099952
16.737315,20,837.784413
16.542909,20,842.832942
10.353735,13,847.180391
10.699117,14,850.507205
10.655641,14,853.94186
3.182987,5,855.109132
10.168612,13,859.655218
9.285311,12,862.74647
6.800759,9,864.799274
9.857179,13,867.779411
12.831986,16,872.370453
1.744848,3,873.501678
4.19666,6,875.275926
9.064813,11,877.812604
6.318189,8,879.591742
3.974929,5,880.840379
17.529011,20,886.691029
3.337002,5,888.679204
17.498313,20,893.392991
7.883599,10,895.733527
1.842835,3,896.429764
7.550857,9,898.444453
1.680006,3,899.540232
1.885199,3,900.773797
7.300841,9,903.761001
1.109469,2,904.201785
5.236095,7,905.821652
16.719259,20,910.441927
15.318581,18,915.812142
12.65977,14,919.645004
11.173871,15,923.239265
17.11807,20,928.44826
17.165484,20,934.166743
10.562842,14,937.418549
7.053129,9,939.500056
12.69945,16,944.722396
9.803851,12,947.679306
10.084337,13,950.739006
8.884433,11,953.326115
2.613385,4,954.226229
7.023601,9,957.037483
10.306879,13,961.049811
8.130696,10,963.509232
1.637472,3,964.209176
17.308677,20,969.03545
10.891428,14,974.072971
9.890936,13,977.089179
5.517186,7,978.716011
16.451559,20,983.453113
6.604946,9,986.813976
4.801752,6,988.652953
8.665592,11,991.224475
11.44282,14,994.51197
8.50568,10,996.773733
8.30237,11,1000.401601
1.79678,3,1001.668635
10.109684,13,1004.84313
9.506089,12,1007.708037
0.994686,2,1008.177656
2.709256,4,1009.04821
9.508119,12,1012.135553
9.858648,13,1017.048152
2.773211,4,1017.944148
8.46409,10,1020.261636
8.491108,10,1022.772541
1.106136,2,1023.268322
10.374401,13,1026.501274
5.995788,8,1029.63473
18.412598,20,1034.628083
5.523171,7,1036.238275
9.075499,12,1038.936198
8.736382,10,1042.162475
10.257159,13,1046.278394
7.336227,10,1048.545328
10.683896,14,1051.736542
1.777356,3,1052.473702
17.398229,20,1058.774123
15.092027,18,1063.005883
11.81107,15,1066.639872
4.54429,6,1067.991705
5.217593,7,1070.392005
1.998888,3,1071.532305
16.904497,20,1076.946435
10.927491,13,1080.013466
6.077002,8,1081.851951
6.46416,8,1084.455848
1.891089,3,1085.6134
3.571915,5,1087.31141
3.440088,5,1088.455648
4.888932,7,1090.063923
18.397967,20,1094.677764
8.406308,10,1097.157919
5.196558,7,1099.904241
9.185079,12,1108.908893
17.002348,20,1115.302119
4.91747,7,1116.969658
10.416095,14,1120.251123
11.503201,15,1123.809857
12.097215,14,1128.170093
1.800459,3,1129.335592
17.954736,20,1134.251136
10.408719,13,1137.236342
9.870373,13,1140.842347
11.503712,14,1145.295784
1.814309,3,1145.943296
2.909783,4,1146.857708
17.611653,20,1151.36519
3.396746,5,1152.493827
10.162985,13,1156.790956
17.581182,20,1161.897548
3.220179,5,1163.043142
16.965187,20,1167.719641
6.799132,9,1171.287154
10.748854,14,1174.760171
6.175378,8,1176.543018
8.658446,11,1179.05997
16.677717,20,1185.13168
2.853642,4,1186.39231
11.368784,14,1189.579371
16.473558,20,1194.187149
0.975307,2,1194.647946
9.817428,13,1198.703578
10.384994,13,1202.252002
7.480286,9,1204.413321
11.232381,15,1207.934241
6.514525,9,1210.097404
8.167556,10,1214.088304
17.535216,20,1218.807796
11.446351,15,1222.404771
10.121562,13,1226.22997
2.679044,4,1227.817174
12.15986,14,1231.154974
10.655056,14,1234.432069
2.507484,4,1235.371925
8.224751,10,1237.588526
9.959617,13,1242.135157
8.32337,11,1244.747805
8.816333,12,1247.438879
1.654259,3,1248.151105
6.60764,9,1250.209595
10.633773,13,1253.93999
11.211543,15,1258.423681
17.550836,20,1263.024451
7.412861,10,1265.506751
16.494432,20,1271.85826
5.531761,7,1273.407024
7.24242,10,1275.769442
3.961695,6,1277.155762
11.901697,15,1280.599719
10.296321,13,1285.249104
9.635368,13,1288.265643
11.152812,15,1291.674359
16.802346,20,1297.674592
9.496166,12,1300.853541
18.220825,20,1305.402923
7.778351,10,1307.73997
12.45933,16,1313.32457
6.070281,7,1314.958328
6.015786,8,1316.780895
17.039629,20,1321.450149
7.285028,9,1324.05806
16.551097,20,1330.033056
8.134348,11,1332.640187
4.034376,6,1334.086841
10.794932,14,1337.997972
17.208278,20,1343.954304
9.374639,11,1346.392759
11.618898,15,1349.927817
11.888036,15,1355.050776
19.039533,20,1359.800766
10.534757,12,1362.58496
7.568827,9,1364.741174
11.619599,15,1370.201035
10.1488,13,1373.192111
4.342443,6,1374.699373
10.03839,12,1377.592829
6.550107,8,1379.984005
11.793111,14,1384.438143
16.966008,20,1389.3282
3.779545,5,1390.478121
9.886911,13,1393.75161
8.445027,10,1397.476355
5.421222,7,1399.132757
8.294124,10,1401.608757
1.120498,2,1402.054361
6.931835,9,1404.097546
10.960394,14,1407.368483
10.273241,13,1412.245901
8.974493,12,1415.091594
2.798536,4,1416.044004
3.689108,5,1417.232298
16.752453,20,1422.320175
9.954103,13,1426.692065
6.566138,9,1428.88642
11.181205,14,1432.16754
9.136341,12,1434.978096
16.700891,20,1441.455879
5.229278,7,1443.112308
4.096291,6,1444.511862
10.029983,13,1447.430099
9.540572,12,1451.00065
6.677745,9,1454.097908
17.099605,20,1458.825913
16.078518,20,1463.669512
17.262761,20,1469.932981
7.843834,10,1472.209089
3.068368,4,1473.121605
11.070108,15,1476.710469
2.863142,4,1477.711824
10.991528,14,1482.590759
17.83821,20,1487.238011
6.326826,8,1489.103642
