#{"t_start": 1764739879.6952949, "env_id": "MyCustomEnv-v0"}
r,l,t
3.70283,5,9.359266
12.243759,16,12.911479
9.19401,12,16.108648
5.940284,7,18.960523
8.30387,11,21.546863
1.824617,3,22.256735
9.190923,12,24.920587
7.733203,10,27.285849
3.126801,4,28.159331
9.451431,12,32.024768
5.852107,8,34.316667
10.689776,12,37.048538
5.150876,7,38.623222
2.849872,4,39.451618
8.916968,11,41.827218
9.239896,12,45.340462
4.626019,6,47.574494
2.955834,4,48.462617
6.581439,9,50.405093
6.532385,8,52.13219
8.228118,11,54.487552
1.725708,3,55.157332
1.04401,2,55.595627
3.597641,5,56.732812
1.697038,3,57.599313
15.566803,19,63.380842
19.26395,20,68.565191
9.335135,12,71.169471
2.663907,4,72.578644
17.829076,20,78.221735
4.060637,5,79.297679
2.72792,4,80.169548
5.273866,7,81.729695
4.527622,6,82.999609
2.660928,4,83.879043
7.813191,10,86.522788
4.948371,7,89.247435
9.016422,10,91.591697
11.172008,14,94.696819
1.794092,3,95.344
6.47508,9,97.343107
11.668488,14,101.067446
6.802927,9,104.111086
2.706352,4,104.990584
4.494728,6,106.305636
7.531002,10,108.459641
2.870167,4,109.341459
5.216941,7,110.855877
6.440247,9,112.756916
5.659314,7,114.702532
6.374776,8,117.685543
8.396541,11,120.054831
7.756882,10,122.209708
1.634499,3,122.859134
18.677077,20,127.362696
16.453119,20,133.34754
5.550909,7,134.853244
3.552258,5,135.923462
17.402064,20,140.499707
6.345422,8,142.630222
4.814319,6,144.862195
8.526219,11,147.587626
3.697889,5,148.675882
3.515856,5,149.733384
12.148224,15,153.042992
16.899992,20,158.977198
8.92341,12,161.853906
7.836843,10,164.073294
9.90496,12,166.669297
10.141137,13,169.653726
6.48465,9,173.226907
5.037107,7,174.882345
9.102802,12,177.366082
11.147396,14,180.432397
2.644749,4,181.347874
3.57927,5,182.486014
9.838139,12,186.426374
8.179678,11,189.405038
1.729637,3,190.012334
17.248297,20,194.456972
10.915634,14,197.552262
5.00515,6,199.736229
12.91356,16,204.255333
3.556391,5,205.345541
3.885984,5,206.415589
18.413855,20,210.88936
16.676705,20,217.164885
9.411142,12,219.808894
8.954084,11,222.284652
2.816908,4,223.146209
11.204666,14,226.41858
16.873864,20,232.371693
10.224882,13,235.177899
10.092116,13,238.084309
16.588997,20,244.24665
12.137704,15,247.678524
9.995064,13,250.525623
5.80022,8,252.279165
9.511851,12,255.511012
5.700949,8,258.333316
6.362913,8,260.137832
9.026381,11,262.543573
5.374423,7,264.079747
12.246406,15,267.571733
8.062975,10,270.995618
1.786912,3,272.063525
1.060666,2,272.512566
11.530686,15,275.829199
2.876543,4,276.717032
5.997439,8,278.41486
8.92699,11,280.876914
5.985772,7,282.745463
2.606924,4,284.231162
10.737428,13,287.822603
7.43889,10,290.00905
5.91564,8,291.807305
6.160864,8,293.576554
17.478516,20,299.470414
1.811791,3,300.237166
5.63842,7,301.805776
11.566501,15,305.070963
3.449516,5,306.193357
3.792675,5,307.328951
6.705352,8,309.063719
10.128742,12,313.157856
8.341418,11,315.681041
3.700871,5,316.738198
5.396873,7,318.296326
6.427136,8,320.003514
10.787141,14,323.175186
11.692337,14,327.90895
8.121266,11,330.382202
6.376315,8,332.128281
12.583051,15,335.455496
4.183344,6,336.782256
10.897227,14,341.472926
10.085379,13,344.510292
11.353775,13,347.371627
12.242014,16,350.863232
16.438618,20,357.108504
8.258385,11,359.480909
11.424212,15,362.910491
1.84641,3,363.599184
10.753409,14,367.447932
5.353001,7,369.88436
10.592031,14,372.933172
6.928263,9,374.926755
9.311106,12,377.554478
4.787321,7,379.110678
2.928144,4,380.169435
11.410824,15,385.068748
3.660653,5,386.146827
7.235963,10,388.315637
6.166897,8,390.078418
17.672947,20,395.096982
17.455916,20,400.79758
8.463004,10,402.932555
11.989317,16,406.55688
17.409222,20,412.602575
9.182722,12,415.37729
4.949829,6,416.702971
17.559886,20,421.113009
16.455357,20,427.414101
2.614512,4,428.238911
12.504479,16,431.758589
16.852748,20,436.259828
16.14368,20,442.511571
1.839619,3,443.172088
8.088862,10,445.503644
16.878881,20,449.9484
16.939721,20,456.135987
11.500461,14,459.251694
1.914705,3,459.926684
3.115414,5,460.993647
10.603785,14,464.06795
11.195304,14,468.910615
1.840297,3,469.634475
10.130673,13,472.553151
11.750838,15,475.925059
5.007663,7,477.375686
8.867294,11,480.52893
5.151954,7,483.044482
9.146424,12,485.783325
8.021176,11,488.229937
1.73074,3,488.879731
1.067079,2,489.329692
11.59923,15,492.629536
11.829055,16,497.920291
9.347372,12,500.560264
10.28087,13,503.41273
9.985613,13,506.305734
9.219121,12,510.298717
3.49777,5,511.768015
1.86337,3,512.416718
3.598408,5,513.520734
9.200342,12,516.202727
7.553253,9,518.235641
11.657456,15,521.886747
1.805646,3,522.984763
10.079175,13,526.980065
1.8399,3,527.632135
3.918559,6,528.938091
17.212795,20,533.268082
8.167104,10,535.661754
11.178603,15,540.562497
17.011788,20,545.107623
9.676695,12,547.872698
2.645219,4,548.760908
3.557071,5,550.133833
10.985657,14,554.585784
16.363823,20,559.082415
11.08748,15,562.487363
3.353661,5,563.649864
6.346211,8,566.780766
10.920609,14,570.284106
10.842423,14,573.382444
5.916595,8,575.106598
6.956928,9,577.278138
17.480407,20,583.467823
16.202579,20,587.929824
7.738777,9,589.852595
11.014598,14,593.584713
17.450038,20,599.024492
12.901195,16,602.610765
1.698085,3,603.268706
11.115284,15,607.124977
17.25723,20,612.826213
4.062264,6,614.157185
10.65255,14,617.408407
4.397029,6,618.710802
8.25552,11,621.917995
2.717898,4,623.389258
8.069309,11,626.236419
3.386761,5,627.362646
5.907553,8,629.15753
10.808032,14,632.214577
11.169741,15,636.731185
9.165649,12,640.224228
11.445059,15,643.571248
4.062477,6,644.835011
6.893631,9,646.906779
1.043397,2,647.328412
4.125893,6,648.814769
10.054766,13,653.188097
16.188902,20,657.877871
11.383589,15,661.197567
9.725231,12,664.694978
8.14949,11,668.087787
6.749573,9,670.045027
17.101684,20,674.400781
11.257133,15,678.607674
16.546675,20,683.919687
17.322036,20,688.429021
16.439465,20,694.254234
16.842939,20,699.079157
10.087807,13,701.90729
12.956315,17,706.192439
3.587244,5,708.156326
17.347074,20,713.009744
3.339123,5,714.090193
16.944447,20,718.634446
10.789083,14,723.459982
17.251297,20,728.00191
7.238609,10,730.17593
12.118766,16,734.092136
17.411164,20,739.983578
10.80596,14,743.022191
9.322419,12,745.691375
16.856118,20,751.934704
16.877765,20,756.286773
3.395854,5,757.525094
10.419033,14,760.759836
16.146732,20,767.030848
2.805349,4,767.973601
17.322016,20,772.362908
9.931494,13,775.22826
11.267202,15,780.35502
6.831354,9,782.3222
16.945182,20,786.755542
7.19796,10,789.10263
9.462704,12,793.243066
11.139525,15,796.809625
3.258173,5,797.943049
1.659571,3,798.653653
11.881695,16,802.294942
16.542532,20,808.505032
16.21901,20,812.939377
16.079655,20,817.365441
17.547074,20,823.713485
17.301684,20,828.006458
1.825304,3,828.76317
6.282738,8,830.568488
17.389627,20,836.745542
9.929339,13,839.672899
5.277161,7,841.244098
12.114198,16,844.727872
4.827896,7,846.351293
1.617164,3,847.514794
4.326822,6,849.857729
9.012621,12,852.872747
9.952105,13,855.790962
16.954423,20,860.210263
6.006338,8,863.296174
10.796584,14,866.990729
7.419297,10,869.16369
4.806682,7,870.705064
11.212649,15,874.215335
9.649053,13,878.853544
11.401876,15,882.290827
11.651684,15,885.561403
9.600285,12,888.134603
10.697624,14,893.178936
11.88064,15,896.521991
7.09372,9,898.537993
11.188325,15,901.915722
17.012394,20,908.125871
1.866336,3,908.839659
10.698411,14,911.954394
17.009036,20,916.341545
10.74942,14,921.037814
6.536094,9,923.009615
1.710858,3,923.671523
10.705326,14,926.809633
16.208308,20,931.358098
16.547074,20,937.328447
11.155939,15,940.642664
5.91814,8,942.468542
6.475076,9,944.496926
2.062027,3,945.358653
16.213406,20,951.183426
16.523894,20,955.664624
16.189627,20,961.151464
11.404189,15,965.08294
1.768895,3,965.740184
2.927441,4,966.630978
8.652849,11,969.143376
16.345182,20,974.162755
5.279161,7,976.655918
10.714254,14,979.755192
2.852214,4,980.606142
16.057239,20,984.971086
17.211849,20,991.037749
0.967172,2,991.466974
16.90263,20,995.878628
16.211847,20,1000.498855
11.682092,16,1005.606219
12.242936,15,1008.916209
3.619766,5,1009.98574
10.104417,13,1012.839521
17.056294,20,1018.824876
16.700173,20,1023.298036
10.608806,14,1026.368656
11.120327,15,1030.960932
4.816404,7,1032.847118
16.147074,20,1037.313778
8.85312,12,1039.926725
16.878516,20,1046.056543
12.06748,16,1049.520224
16.945161,20,1053.874398
11.510799,15,1058.380245
10.767793,14,1061.99882
16.36835,20,1066.331865
12.297498,16,1070.106621
5.673318,8,1073.069997
5.214508,7,1074.850639
16.47736,20,1079.275549
16.413727,20,1083.828593
8.38163,11,1087.755828
16.013741,20,1092.222614
17.347074,20,1096.690336
11.05368,14,1101.442575
16.701482,20,1105.812109
17.079462,20,1110.188862
13.170103,17,1115.529004
7.996334,11,1117.949274
16.013741,20,1122.432785
11.594854,15,1126.233949
16.679462,20,1131.728314
12.357498,16,1135.195837
9.620033,13,1138.070381
12.186229,16,1143.237803
11.160096,15,1146.511352
17.613741,20,1150.865041
16.90263,20,1156.868537
3.248216,5,1157.985909
17.334736,20,1162.351932
16.969296,20,1166.888715
16.211151,20,1172.771133
11.733625,15,1176.114996
16.345796,20,1180.514247
9.658185,13,1184.990739
11.139821,15,1188.271245
11.256808,15,1191.511458
1.878323,3,1192.147003
10.370414,14,1195.859854
8.862704,12,1199.3808
9.584654,12,1202.046419
9.973919,13,1204.881291
16.345127,20,1210.023066
16.279462,20,1215.230628
16.018136,20,1219.618586
11.279869,15,1223.761014
17.347074,20,1229.003439
11.580644,15,1232.342974
2.739062,4,1233.250729
11.836773,16,1237.434038
11.305013,14,1241.519923
6.693331,9,1243.42453
3.297072,5,1244.56866
16.057239,20,1249.012617
17.413741,20,1254.997178
8.409878,11,1257.421652
11.167708,15,1260.721982
16.080407,20,1266.382276
5.520341,8,1268.718496
4.084003,6,1270.088787
12.140237,16,1273.609988
2.647198,4,1274.513095
5.872653,8,1276.299821
16.25685,20,1282.226293
16.524795,20,1286.617189
9.219199,12,1289.270639
11.858401,15,1293.568918
9.582574,13,1297.039598
3.456818,5,1298.226017
11.925841,16,1301.80929
17.747074,20,1306.989697
11.02701,14,1310.794664
1.038068,2,1311.210415
17.390584,20,1315.632501
11.680458,15,1318.862369
16.567819,20,1324.85115
9.239772,12,1327.440798
12.693881,16,1331.012051
16.080407,20,1336.957988
17.169296,20,1341.388747
12.910347,16,1344.940422
16.968544,20,1350.979415
8.360673,11,1353.267224
12.235273,16,1356.968592
9.779373,13,1359.971251
7.313884,10,1363.427349
10.446636,14,1366.933003
9.807947,13,1369.814597
11.22983,15,1373.012707
6.698101,9,1375.540131
16.90263,20,1380.954845
16.147074,20,1385.320014
16.524852,20,1390.86342
11.30657,14,1394.349147
11.677558,15,1397.622111
11.699293,15,1400.871015
17.123906,20,1406.856719
16.013741,20,1411.251207
16.678294,20,1415.942866
9.822552,13,1420.351994
7.149439,10,1422.505445
11.741787,16,1426.094906
16.588434,20,1430.944649
11.11342,15,1435.44605
17.413741,20,1439.826454
16.968544,20,1444.858988
17.347074,20,1450.442732
16.478516,20,1454.946513
11.416934,15,1458.655668
16.323906,20,1464.352173
16.013741,20,1468.813622
6.564901,9,1470.761953
16.279452,20,1476.800207
9.697074,13,1479.773127
17.323918,20,1484.241302
4.050542,6,1485.590242
11.186949,15,1490.752003
9.068547,12,1493.328482
16.969296,20,1497.757468
8.813622,12,1500.770993
17.347074,20,1506.425253
16.301627,20,1510.962274
17.347074,20,1516.314397
17.347074,20,1521.54
11.479968,15,1524.819363
16.90263,20,1530.130132
10.651615,14,1534.04942
11.566845,15,1537.322431
