#{"t_start": 1764571066.3097703, "env_id": "MyCustomEnv-v0"}
r,l,t
9.534663,12,2.819827
4.70895,6,4.191635
9.267131,11,6.774664
1.938221,3,7.46383
7.26352,9,9.711629
5.149331,7,12.653338
6.19657,8,14.97929
6.083818,8,16.964821
1.030388,2,17.428168
2.038488,3,18.101794
17.640715,20,23.177001
9.393113,12,27.919097
5.689471,7,29.569255
4.043101,5,30.773028
3.724371,5,32.029571
16.781552,20,36.828364
8.628672,11,40.601144
6.508904,8,43.024585
6.36222,8,45.73425
1.888153,3,46.85303
3.711541,5,48.81295
4.236787,6,50.277158
10.386113,13,54.693615
5.37002,7,56.649733
3.834195,5,57.813188
2.869063,4,58.791642
1.834266,3,59.49161
1.85494,3,60.17302
2.862867,4,61.216249
15.43889,18,65.689816
2.060852,3,66.818378
5.266313,7,69.597134
16.862271,20,74.428938
9.765146,12,77.275221
1.941499,3,77.965099
8.007725,10,80.868675
18.508821,20,86.840693
1.128616,2,87.309776
3.903355,5,88.462688
6.431776,8,90.304365
2.951376,4,91.236156
1.72167,3,91.93774
1.769865,3,92.630449
10.167697,12,97.019554
3.576368,5,98.205709
10.831267,14,101.564089
10.052135,13,104.664733
9.674299,13,108.244426
17.817859,20,114.141412
2.793968,4,115.049746
9.369378,12,117.991809
5.717752,7,119.69527
9.978244,13,124.006663
18.930997,20,129.156245
9.065221,12,132.132194
8.451057,10,134.648699
9.722473,11,138.875584
5.767965,7,140.521805
1.783921,3,141.223545
1.887135,3,141.925759
3.418651,5,143.060844
7.196449,9,145.314604
1.906442,3,146.038973
10.593619,13,149.372729
3.958733,5,151.527944
16.349708,20,156.744449
10.012742,13,159.987644
7.48924,9,162.172341
5.73063,7,164.866711
2.946154,4,166.508653
4.721178,6,167.913875
5.409126,7,169.603101
9.334598,12,172.405793
9.195319,11,175.082035
3.407236,5,176.279569
4.608056,6,178.331069
8.56427,11,181.871072
4.944467,7,183.466737
1.15332,2,183.957314
5.531518,7,185.718638
10.879709,13,188.854079
9.308162,11,192.011873
3.79481,5,194.041887
16.319634,20,199.114817
5.418815,7,200.758739
8.126098,10,203.122067
8.616973,11,206.79619
2.775687,4,208.359785
2.847367,4,209.289953
9.744861,12,212.062045
5.268922,7,213.721208
14.571143,17,217.850316
7.313006,9,221.223519
9.50918,11,224.310619
4.025944,6,225.770572
1.017837,2,226.29052
9.873964,13,229.375867
2.042978,3,230.063319
1.083058,2,230.536639
7.239249,9,233.094491
4.210749,6,235.462218
5.820586,7,237.364237
2.652,4,238.296214
7.585765,9,240.338206
3.158843,4,241.351691
10.573915,13,244.409893
6.303289,8,246.625631
5.79214,8,249.942388
0.994686,2,250.501405
10.229371,13,253.491431
3.937347,5,254.704647
17.610119,20,259.49077
6.902999,9,262.840949
9.052014,11,265.896086
5.747072,8,267.868809
8.125616,10,270.232234
7.163535,9,272.398139
5.836436,7,274.119573
4.70838,6,276.604731
4.832586,6,278.660271
17.984014,20,284.138148
7.432468,9,286.498221
5.596839,7,288.491205
11.584595,15,293.308399
6.945061,9,295.384537
2.701999,4,296.342371
6.688214,9,298.596337
4.865419,6,300.085624
5.290119,7,301.761432
9.743521,13,306.361576
10.506124,13,309.54416
3.450908,5,310.746698
6.016552,8,312.632004
2.669002,4,313.550786
11.224498,14,317.928311
10.768039,14,322.088765
17.677046,20,326.772078
16.993853,20,332.97761
16.410277,20,338.105531
8.200939,11,340.804224
18.062732,20,346.939819
16.89461,20,352.124434
4.607112,6,353.56406
6.505619,8,355.373902
