#{"t_start": 1765185982.9012215, "env_id": "highway-fast-v0"}
r,l,t
8.06544,11,0.368061
11.644699,14,0.641111
2.913463,4,0.722946
1.946796,3,0.79528
13.89799,17,1.216195
24.028044,30,1.919292
1.765465,3,2.016309
6.277305,8,2.184119
8.166672,12,2.51882
2.845712,4,2.588667
1.980129,3,2.655718
2.766362,4,2.758263
9.114221,13,3.03516
23.596843,30,3.67503
3.979313,5,3.811818
8.233067,11,4.248723
3.266044,5,4.523431
15.518939,20,5.39943
24.511743,30,6.388069
8.812682,12,6.864784
2.146029,3,6.985026
9.945838,14,7.572802
17.265767,21,8.091116
9.833287,12,8.412992
1.051567,2,8.472018
19.161269,25,9.110945
2.180129,3,9.193708
21.115838,27,9.955819
22.417932,30,10.63966
14.477486,18,11.031471
5.379831,7,11.208439
1.984982,3,11.273135
3.646173,5,11.387155
3.413909,5,11.520384
3.779323,5,11.64283
8.046029,10,11.869306
7.315151,10,12.107138
1.766667,3,12.176929
11.92975,16,12.512361
10.484182,15,12.795578
26.494892,30,13.47487
20.015733,26,14.023798
21.751107,30,14.633116
23.417393,30,15.348197
2.931021,4,15.445167
22.452849,30,16.230739
22.085387,30,16.863309
16.363877,22,17.461015
9.398115,12,17.853049
21.07639,25,18.708605
3.451555,5,18.860275
5.235645,7,19.161937
5.64821,8,19.45526
7.779779,9,19.792743
17.993908,22,20.606712
23.278857,30,21.565252
25.346416,30,22.161884
15.029096,19,22.647103
2.846029,4,22.743701
23.229518,30,23.424995
21.719153,27,24.086508
24.243753,30,24.786897
12.946376,17,25.175863
25.26515,30,25.834173
5.681509,7,26.010547
3.019247,5,26.119051
24.443186,30,26.790196
13.112176,16,27.177202
27.38293,30,27.874862
2.880129,4,27.966722
16.213688,20,28.450702
22.363438,30,29.055809
3.351641,5,29.184371
7.695946,9,29.393253
10.810777,15,29.763421
9.250587,13,30.075662
1.999063,3,30.158591
24.395133,30,30.808679
21.866878,30,31.490288
23.267846,30,32.658657
27.149338,30,33.742272
23.779994,30,34.993873
7.645857,9,35.294838
4.296486,6,35.440059
22.978219,30,36.166998
23.178224,29,36.885904
4.552465,6,37.019197
14.115719,19,37.487504
10.31987,13,37.892437
21.783833,30,38.601962
24.442907,30,39.233698
5.765428,8,39.400853
21.730215,30,40.117303
2.879045,4,40.221029
28.877779,30,40.969219
3.448809,5,41.068567
21.451375,30,41.749208
15.919876,21,42.289643
15.378549,18,42.708047
23.760941,30,43.333935
20.697337,26,43.890254
5.280078,7,44.017103
25.529122,30,44.716603
12.49611,16,45.079112
8.02912,9,45.409946
6.645538,9,45.716354
9.644014,13,46.173407
8.77982,11,46.594229
11.662937,15,47.099581
12.577909,16,47.632367
3.879667,5,47.859083
8.93119,13,48.382264
7.945503,9,48.75539
4.031551,6,48.990646
8.086445,10,49.232426
11.519598,17,49.590834
9.784578,12,49.872093
4.652874,7,50.025527
11.367017,15,50.36922
6.880083,8,50.573196
10.194979,13,50.888079
11.649897,16,51.256529
18.296843,24,51.85068
10.928673,15,52.260538
2.945545,4,52.356695
4.578283,6,52.51212
10.715079,14,52.818605
5.098133,7,53.019694
10.564777,13,53.327886
18.249921,25,55.595203
22.116205,30,56.245318
19.230794,25,56.831815
7.899182,9,57.023876
23.948682,30,57.697809
16.597581,23,58.347608
15.930254,18,58.864603
11.944732,16,59.542836
2.812378,4,59.706839
16.162092,22,60.466671
9.110714,12,60.848212
15.717896,19,61.595702
21.010034,25,62.497377
2.465423,4,62.633316
15.610543,19,63.166013
6.002314,9,63.400973
20.745887,26,63.928363
24.119047,30,64.58993
14.645844,18,65.088624
4.6787,6,65.248261
25.27746,30,65.895695
21.895789,29,66.573456
15.110982,19,67.008333
2.845573,4,67.115789
9.878867,12,67.380886
23.681341,30,68.159905
8.078927,10,68.379998
22.496896,30,68.982663
4.016935,6,69.107612
12.865097,16,69.449302
1.846796,3,69.530031
4.785334,7,69.66903
22.051033,30,70.302968
3.917558,6,70.436703
2.063588,3,70.493518
21.648839,30,71.110276
2.850508,4,71.208216
23.876538,30,71.912673
1.279667,2,71.971777
24.748376,30,72.581519
4.913203,7,72.729101
3.679354,5,72.844743
23.317443,30,73.952771
6.44529,8,74.219554
5.712687,7,74.480022
13.976211,17,75.164508
1.913463,3,75.271998
9.165383,12,75.599799
22.484287,30,76.690701
2.813158,4,76.7729
3.984117,5,76.907505
14.131195,18,77.35824
14.312797,19,77.710066
1.019667,2,77.756769
12.411568,17,78.192759
2.715153,4,78.339671
3.711712,5,78.463966
26.310168,30,79.12328
17.199725,22,79.634422
23.476295,30,80.26692
6.878427,9,80.516977
5.612647,7,80.683888
23.450266,30,81.421492
15.011591,20,81.838048
11.545824,14,82.159211
18.332514,23,82.718648
7.111439,9,82.955417
15.51366,20,83.556703
19.964927,26,84.145537
8.431589,12,84.406541
2.779825,4,84.521393
9.286389,12,84.821529
4.131021,6,84.970411
3.166086,5,85.070498
25.041647,30,85.739056
22.91621,30,86.376274
22.216722,30,87.408887
5.319248,8,87.718125
23.014147,30,88.862317
9.864527,14,89.4055
4.8,7,89.652378
6.912154,8,89.929783
20.746414,28,90.760733
4.280575,6,90.905346
21.713922,30,91.576834
6.844587,8,91.745774
26.226551,30,92.466263
22.482894,30,93.225699
2.013001,3,93.290653
27.01032,30,93.969387
2.680129,4,94.10877
16.330939,21,94.599241
8.751855,11,94.867099
22.863171,30,95.622894
21.134806,30,96.439801
7.097106,9,96.675256
5.414613,8,96.928448
2.046796,3,97.016736
17.382291,22,97.503498
22.35012,30,98.198518
6.08582,8,98.374144
28.396071,30,98.977885
6.545367,8,99.204674
4.798857,7,99.405072
4.679317,6,99.539759
23.143724,30,100.20902
26.747379,30,101.109029
2.013463,3,101.204499
7.16453,10,101.533553
6.481276,9,101.869158
7.312166,9,102.240231
8.944914,11,102.60384
7.511921,10,102.963121
13.644884,16,103.650198
6.913117,8,103.968078
2.879507,4,104.098624
25.982286,30,104.862625
17.378604,22,105.36691
18.144075,25,105.93231
24.026427,30,106.651461
8.644163,11,106.969408
23.665771,30,107.737037
2.664354,4,107.819581
20.527464,27,108.392808
25.219554,30,110.630669
10.646445,13,110.945526
5.913118,7,111.110829
22.782385,30,111.841196
2.719321,5,111.931903
3.879825,5,112.034815
7.613924,11,112.317873
11.579779,14,112.70322
4.545203,6,112.825635
4.16636,6,112.989663
22.94876,30,113.627656
21.120221,30,114.388378
23.286245,30,115.588534
8.999023,12,116.122807
23.582493,30,117.212024
6.612059,8,117.549971
1.766045,3,117.661671
21.596802,30,118.446421
7.945501,9,118.670622
2.846021,4,118.754725
7.745639,10,118.933485
22.684744,30,119.577042
23.185298,30,120.246351
22.896709,30,121.070426
19.542969,23,121.600264
2.049108,3,121.665423
4.732403,7,121.811607
5.113509,7,121.966032
14.500351,18,122.444799
11.298449,16,122.761122
23.309884,30,123.478447
22.100804,28,124.091373
21.518984,30,124.736329
4.366039,6,124.845203
18.446222,23,125.356773
25.067043,30,126.089178
21.785905,30,126.692484
12.209786,15,127.105489
3.066971,5,127.20716
4.466709,7,127.372037
19.213582,25,128.014359
5.66871,9,128.334765
26.185803,30,129.34612
12.686286,18,130.049965
21.285654,30,130.938498
24.817741,30,131.985079
25.116576,30,132.605896
16.04602,20,133.021529
13.144115,16,133.400049
28.246894,30,134.049041
5.611698,7,134.195882
24.019261,30,134.811827
23.134311,30,135.52305
7.11427,10,135.756184
25.731946,30,136.462811
24.118876,30,137.148675
1.086334,2,137.210144
1.880129,3,137.292292
21.45194,30,137.862452
9.666673,13,138.182746
7.379825,9,138.361348
15.078016,21,138.785975
3.713001,5,138.89922
27.597452,30,139.535351
2.013001,3,139.597625
23.508872,30,140.14946
22.310135,30,140.856213
3.499655,5,140.987831
8.045361,10,141.197086
21.666124,30,141.794496
24.940623,30,143.154663
23.163346,30,144.221036
4.612656,6,144.422809
22.631243,30,145.631784
5.280532,7,145.803464
1.915153,3,145.872143
7.218636,10,146.08965
2.813001,4,146.199032
23.818776,30,146.904867
18.886492,24,147.433043
24.042092,30,148.051095
8.615425,10,148.290464
9.614883,13,148.595021
7.9623,11,148.875567
21.900303,30,149.492463
6.335996,9,149.673422
3.76405,5,149.82305
20.449676,30,150.394861
22.517426,30,150.989226
16.884147,24,151.486264
24.178192,30,152.181946
24.852295,30,152.853599
4.315456,6,153.003427
10.397718,14,153.320385
22.251726,30,153.934535
24.182606,30,154.634354
22.646364,30,155.389469
3.746173,5,155.523708
9.452164,11,155.925408
5.611869,7,156.15115
25.979615,30,157.295704
22.350405,30,158.402099
9.533287,11,158.780316
12.366673,16,159.565703
8.219206,12,159.845893
2.019027,3,159.920928
25.630303,30,160.625399
1.766667,3,160.70132
23.285635,30,161.440397
3.619031,5,161.549095
21.851922,30,162.243565
26.213252,30,164.69331
1.632045,3,164.775648
23.89732,30,165.502383
3.730677,5,165.629543
5.764801,8,165.794955
20.363887,27,166.308084
7.879307,9,166.580449
6.778363,8,166.773132
2.813158,4,166.856238
3.666057,5,166.944132
21.451383,30,167.590377
22.546747,30,168.319979
23.546085,30,168.979173
14.530191,20,169.436702
25.54914,30,170.474037
22.265994,30,171.487237
24.94928,30,172.536212
4.612074,6,172.732109
16.36332,23,173.378842
9.384187,12,173.610556
21.882635,30,174.229014
6.33233,8,174.384371
22.666968,30,175.103535
8.844736,11,175.334046
3.046492,4,175.427386
15.345516,17,175.867707
2.532132,4,175.956416
2.781819,4,176.063236
15.917231,20,176.508907
21.279318,29,177.161214
23.697772,30,177.788387
22.530934,30,178.470823
23.115852,30,179.020329
10.283728,14,179.439401
8.5301,11,179.708407
3.463732,5,179.840436
22.249906,30,180.489537
1.118234,2,180.529023
23.017529,30,181.129426
6.732718,10,181.383068
3.818668,6,181.532724
23.076456,30,182.160002
23.162669,30,182.785316
24.752619,30,183.466965
19.617038,23,184.335682
21.984742,30,185.471326
16.095046,20,186.096648
8.296135,10,186.562776
5.830444,8,186.925818
21.901116,30,187.626109
9.0022,12,187.873893
22.864532,30,188.542615
11.552261,14,188.870616
21.748667,30,189.46666
22.285082,30,190.08975
25.243703,30,190.69326
4.298755,6,190.809417
2.416935,4,190.911395
15.84541,21,191.40499
9.445055,11,191.687851
17.414482,23,192.164633
22.532448,30,192.746179
22.332427,30,193.418937
23.764274,30,194.068856
22.401378,30,194.659486
24.475957,30,195.319825
14.244595,17,195.739324
21.885382,30,196.46336
4.499179,6,196.597825
13.344526,18,196.962879
9.552122,13,197.449487
7.046446,8,197.805646
22.585328,30,198.914912
16.801075,23,199.818118
22.931674,30,200.865017
23.484765,30,201.548851
13.352265,17,201.897498
16.345503,20,202.295588
3.930677,5,202.423998
3.416632,5,202.575348
10.099379,14,202.925435
26.429812,30,203.630404
19.933064,28,204.241375
1.797688,3,204.341801
19.084419,24,204.977849
1.915153,3,205.042614
11.302001,16,205.431638
23.744864,30,206.103831
23.251949,30,206.734855
4.164801,6,206.864722
18.784735,26,207.522977
14.878036,19,207.957685
3.201097,5,208.060257
22.765721,30,208.798811
23.984719,30,209.402572
5.984362,8,209.654607
24.595333,30,210.364874
18.816201,25,210.868376
22.485939,30,211.975191
21.81624,30,213.137286
2.879354,4,213.321315
16.343221,19,213.88027
4.847649,7,214.17493
23.26685,30,215.125648
4.748296,6,215.24814
26.353093,30,215.95084
22.884094,30,218.335445
22.617722,30,218.986727
21.850001,30,219.640824
24.563355,30,220.332404
23.652593,30,220.946077
24.244741,30,221.5505
23.350819,30,222.254356
22.351802,30,222.825478
7.179715,10,223.03179
21.517772,30,223.697787
25.051404,30,224.362848
6.666713,10,224.553009
6.111681,8,224.698614
22.418327,30,225.629158
23.265168,30,226.842813
14.165373,19,227.550359
23.319552,30,228.645918
2.933683,5,228.766031
25.850361,30,229.35878
23.701083,30,230.008424
2.05113,3,230.096097
8.399736,12,230.38882
2.648486,4,230.469428
5.098493,7,230.632221
25.248256,30,231.323173
4.250892,6,231.495658
28.482688,30,232.084718
22.483241,28,232.727113
19.564762,26,233.268053
23.18448,30,233.835826
2.432711,4,233.955475
7.319089,10,234.174709
23.81874,30,234.83562
22.018901,30,235.484324
20.78658,30,236.092889
24.201232,30,236.769037
21.185651,30,237.406669
16.811391,22,237.881008
20.68622,30,238.553207
21.185346,30,239.575976
22.317279,30,240.494603
21.586571,30,241.647684
1.782442,3,241.775036
21.086885,30,242.613901
22.666418,30,243.165454
24.165276,30,243.834781
19.978761,27,244.422503
22.718971,30,245.059
21.71133,30,245.742053
22.18595,30,246.409562
22.829329,30,246.99661
20.885916,30,247.574847
6.05119,8,247.806735
3.597648,5,247.920922
4.481515,6,248.045299
23.208353,30,248.658469
22.248392,30,249.339854
23.035989,30,249.948441
4.185425,6,250.083431
26.744067,30,250.771289
14.99598,19,251.202058
23.949629,30,251.874053
7.286259,11,252.125746
25.114073,30,253.079639
23.077666,30,254.09407
22.983842,30,255.101619
22.017811,30,256.212045
1.979667,3,256.309215
12.686305,19,256.762348
22.548918,30,257.390017
23.677046,30,258.003704
23.85079,30,258.627178
2.780129,4,258.699741
21.351087,30,259.301317
22.450403,30,259.94083
3.053204,5,260.059399
4.76309,6,260.227554
4.63414,7,260.387107
25.01771,30,260.945812
21.844535,27,261.507717
23.416373,30,262.183411
14.48569,21,262.62591
1.850974,3,262.69086
21.652578,30,263.506041
15.412028,20,263.979837
11.135064,16,264.35504
13.364374,18,264.729062
24.496735,30,265.476982
