#{"t_start": 1764993451.330055, "env_id": "group5-env-v0"}
r,l,t
7.964476,20,7.195743
2.017763,13,11.864349
1.303476,7,15.939328
1.833359,12,20.353306
6.577987,23,29.065107
-0.940667,5,31.680766
4.141014,14,36.484192
5.010297,13,40.773309
-0.494099,3,42.100489
-1.072288,2,43.283239
-0.492944,3,45.061133
-0.945262,2,46.418164
-0.901777,3,47.492657
8.269545,18,53.59724
-1.081133,2,54.419091
-0.246857,4,55.790221
-0.043662,4,57.454151
-1.072121,2,58.785573
4.18299,16,65.663353
7.510052,21,73.808574
-0.248627,5,76.620136
0.730254,12,80.785889
6.415183,19,88.138656
0.828402,7,91.786951
-0.221894,6,93.905072
-0.339107,4,95.294747
-1.088722,2,95.970285
0.584817,7,98.27786
-1.186985,1,98.614728
1.24314,8,101.504355
-1.079008,2,102.745456
-1.434608,2,103.939096
-0.961933,2,105.209508
-1.073698,2,106.33674
0.672653,5,108.030206
-0.775434,5,109.656312
-1.065684,2,110.29578
0.572387,6,112.299258
8.308201,18,119.983053
1.29584,7,123.051276
1.628583,7,125.618861
0.83588,7,128.020993
2.675165,17,135.954932
-1.084619,2,136.651547
-1.0848,3,137.68685
-0.757115,3,138.740661
-0.629746,3,139.734784
-1.076398,2,140.36792
2.911306,13,144.757653
-0.953139,2,145.457294
-0.032713,4,147.635597
-1.076479,2,148.81427
6.573234,16,155.548084
-1.081452,1,155.952353
1.448342,7,158.402883
-0.645021,2,159.12069
6.359216,22,168.85391
-0.046747,4,170.155862
0.085554,5,171.999608
-0.759708,3,172.992019
1.136242,8,175.924956
-0.397342,4,178.397166
-0.573831,3,180.406533
-1.116998,1,181.052725
-0.947305,2,181.794527
-0.402943,3,182.905085
0.593186,6,185.328202
5.450763,20,194.105959
-1.387828,1,194.721501
-0.606301,6,197.519384
-1.078268,2,198.27475
-1.38883,1,198.65082
-0.266687,7,200.97382
-0.164462,4,202.334675
8.077977,19,211.622471
0.192238,4,213.142641
-0.430382,4,214.536874
-0.247771,4,215.865559
0.17157,6,217.826649
-0.745205,3,218.799568
6.921166,21,228.049598
-1.07205,2,228.822694
1.765472,8,231.604555
-0.499737,3,232.808731
0.165303,6,234.967006
-0.904512,3,236.135828
-0.415456,4,238.75477
0.353498,5,241.443383
-1.074594,2,242.187684
-0.738322,4,243.589388
-0.954699,2,244.325352
0.214729,5,246.123902
-0.858098,2,246.861885
-0.94722,2,247.521032
-0.389919,5,249.201926
-1.081336,2,249.915682
0.455971,6,252.765869
-0.934427,4,255.227003
-1.072876,2,256.364248
0.420736,8,259.013052
0.220961,9,262.118526
-0.948318,2,262.827798
-0.906082,3,263.85664
-0.755335,3,264.913293
1.530265,9,269.586908
4.720072,16,275.956743
-0.041826,5,277.729098
0.193892,7,280.221225
-0.0461,6,283.127838
1.915327,9,287.378774
0.863511,6,289.699389
-0.134112,6,291.818348
-0.587309,4,293.262667
1.914136,10,297.9829
0.828546,8,301.981792
-0.430255,7,304.434114
0.466334,5,306.163543
0.92101,10,309.700559
-0.347702,4,311.175475
0.280789,5,314.204896
-0.513577,3,315.969014
6.096014,23,323.966824
0.745458,7,326.795986
6.564107,23,336.734617
-0.192191,6,338.803124
-0.044804,4,340.152018
-1.188231,1,340.50884
-0.212763,5,343.157243
-1.084325,2,344.345702
0.3255,6,346.857837
-0.957415,2,347.502867
0.617107,9,350.611701
1.269474,11,354.104171
0.388578,7,356.989213
-1.186998,1,357.499158
0.40175,5,360.46774
-0.571097,4,361.806342
0.825648,10,365.129171
0.492644,5,367.02633
0.165688,7,369.62196
-0.937609,3,370.65477
7.212286,22,379.874236
6.709904,21,388.642254
-0.489384,3,390.236269
-1.059359,2,390.91343
-0.556032,4,392.240434
-0.258926,6,394.150779
1.684322,8,396.864338
1.380786,8,399.561913
0.285663,7,403.209935
2.862531,13,408.576026
7.272572,23,417.545913
2.958848,16,423.998137
6.958542,20,430.902604
-0.23357,4,433.18599
-1.070362,2,434.246515
-0.432365,7,437.05185
0.87246,7,439.371257
2.029447,15,444.343455
4.98953,17,452.224404
-0.368597,5,453.943086
0.363027,8,456.533504
1.062847,7,459.022177
-1.389025,1,459.335417
-0.753845,4,461.161985
-0.037442,4,463.467827
2.065,10,467.453846
0.546536,8,470.117065
0.406689,7,472.419824
2.728658,14,478.46727
-1.086482,2,479.840663
0.186792,7,482.235736
1.802924,8,485.117171
0.016782,8,487.903193
7.835523,19,496.307355
1.32327,9,499.701806
2.44324,14,504.188994
-0.623372,3,505.652924
1.911817,10,510.453856
-0.429249,6,512.516668
0.115414,6,514.487828
-1.08267,2,515.141578
-0.404868,4,516.418342
0.336174,6,518.492054
-0.424825,5,520.700284
-0.952343,2,521.983795
-1.083896,2,523.179269
0.433928,6,525.733972
-0.401369,4,527.030423
-0.042931,3,528.089833
9.732141,16,533.150487
-1.326139,3,534.15535
0.738723,11,540.377868
-0.397358,5,542.052782
0.190446,7,544.506887
1.555771,8,547.190331
-1.087745,2,547.991629
-0.01193,7,551.103202
-0.905774,3,552.821501
1.733505,9,556.567223
-1.081497,1,556.857895
-1.069864,2,557.541817
0.319799,6,559.569591
2.373139,14,564.2674
0.940198,6,567.669921
-0.30758,3,569.439505
6.598869,23,577.094874
-0.21268,5,578.866289
0.023645,9,583.739827
0.593731,8,586.591128
1.286275,9,589.557245
0.377656,6,591.488899
-0.634655,3,592.491321
-1.391276,1,592.838145
-0.747712,3,593.845133
-0.197318,6,597.059479
1.559293,9,601.127084
-0.406077,4,602.35662
-0.755529,3,603.383092
-0.767054,4,604.834954
-0.622625,3,605.968869
0.591451,5,607.601115
-0.961862,2,608.323566
7.431988,20,616.997849
0.651475,9,620.108661
1.42183,7,622.396723
0.330198,5,624.012493
4.286523,13,630.343566
0.134037,5,632.023763
-0.748439,3,633.113157
0.621517,10,636.458275
6.137761,20,645.354604
-0.499398,3,646.317167
-0.960092,2,647.084007
3.28025,19,653.205585
-0.402472,6,656.115401
1.02589,6,659.301094
-0.948573,2,659.980475
0.625869,11,663.717323
-0.588726,3,664.710546
0.459432,5,666.405442
0.328414,6,668.407858
