#{"t_start": 1764698235.5005684, "env_id": "MyCustomEnv-v0"}
r,l,t
3.766853,5,10.639311
6.104379,8,12.407715
17.166589,20,16.915551
16.320348,20,22.914291
2.748118,4,24.357446
10.979509,14,27.625689
4.571926,6,28.943172
12.908055,15,32.321141
17.185679,20,38.970296
9.692875,12,41.731946
5.86169,8,43.52774
2.71274,4,44.380336
17.311696,20,49.827745
1.798529,3,51.087641
11.706025,14,55.009653
7.140818,9,57.182281
2.04858,3,57.943618
7.55579,9,60.026559
5.416901,7,61.684402
6.83987,8,64.601804
2.893532,4,66.334718
7.175569,9,68.811494
16.713644,20,74.09361
14.341048,18,80.890034
1.154637,2,81.35483
8.080251,10,84.054892
9.380949,11,86.595554
16.644449,20,91.864725
10.094599,13,95.897079
4.60633,6,97.222415
8.463855,10,99.523173
17.551454,20,103.86289
1.639694,3,104.668528
10.042734,12,109.037422
10.096137,13,111.946567
2.79611,4,113.064274
3.654273,5,114.211399
4.932635,6,115.658014
4.065323,5,116.897099
3.744562,5,118.0431
6.193874,8,120.960669
1.832478,3,122.165575
1.777386,3,122.916477
10.369218,14,126.17075
1.116744,2,126.609475
12.077218,16,130.123027
5.308555,7,131.727454
9.206641,12,136.128588
3.627657,5,137.385797
1.865785,3,138.071929
6.259413,8,139.905998
2.593077,4,140.848787
1.96668,3,141.531102
8.612521,10,143.821523
2.193107,3,144.482752
8.015741,10,147.038013
11.088179,14,151.751236
10.063261,13,154.739089
7.683322,9,156.88138
12.783999,16,160.504462
9.701692,12,164.913257
1.106499,2,165.406909
6.074733,8,167.237667
6.221217,8,169.046434
3.549941,5,170.140183
7.419464,9,172.137212
1.76206,3,172.792547
2.99779,4,173.757518
3.487598,5,175.082113
5.890624,7,177.915848
6.725936,8,180.01211
6.685459,8,181.915856
4.620463,6,183.271042
2.804114,4,184.224301
8.692011,11,186.786975
10.858948,14,191.095718
18.294419,20,196.268538
2.660577,4,197.323178
12.015879,14,200.534886
3.709897,5,201.609953
9.471424,12,205.816552
17.916097,20,210.891042
10.361815,13,213.837957
10.299805,13,216.996974
3.802711,5,219.228858
11.659065,13,222.828481
9.553152,12,225.624987
16.653053,20,230.316477
10.703688,13,235.267946
1.08266,2,235.720074
11.175268,14,239.058433
10.133807,12,241.80354
6.397884,8,243.543842
5.104578,7,245.503952
3.977519,5,247.921973
4.348804,6,249.747752
9.166166,12,252.657846
7.733123,10,255.125829
4.29828,6,256.738246
6.080695,8,259.108443
9.186719,12,263.406915
4.489215,6,264.761258
14.910591,17,268.663072
10.291386,13,271.551065
10.055368,13,276.545818
18.480988,20,281.574108
6.650215,9,283.776476
8.043201,10,286.272219
4.549244,6,288.507847
7.335683,9,291.747113
3.662195,5,292.942591
7.70857,9,295.084138
4.386291,6,296.449057
10.081504,13,299.541752
1.715279,3,300.28268
4.091245,5,302.072144
3.492619,5,304.26136
4.757256,6,306.045729
17.466887,20,310.904721
7.982985,9,313.052806
3.437208,5,314.18094
16.563968,20,320.839707
7.022438,9,322.961455
8.727926,11,325.550702
10.075925,12,328.450031
1.976314,3,329.36673
7.05914,9,333.223946
8.25355,10,335.602929
3.414961,5,337.018936
6.342765,8,338.93144
2.665128,4,339.944687
3.45443,5,341.065399
6.43666,8,342.903343
18.46237,20,349.53839
3.716093,5,350.653515
6.020156,8,352.469024
14.901863,18,356.746755
3.91461,5,358.643209
10.649468,14,363.298252
