#{"t_start": 1764656208.9832103, "env_id": "MyCustomEnv-v0"}
r,l,t
2.017899,3,0.729409
17.742923,20,5.916468
17.60888,20,11.467997
7.851133,9,13.422957
18.669872,20,17.844885
6.171829,8,20.452392
16.9813,20,25.783008
2.728039,4,26.666682
4.409491,6,28.004651
10.592503,13,30.885305
1.885345,3,31.522187
2.700109,4,32.359402
15.310688,17,37.872585
5.498351,7,39.457683
8.74029,11,41.878237
17.97946,20,46.246106
4.46055,6,48.044231
16.631458,20,53.660098
2.851079,4,54.553674
7.815878,10,56.766497
1.707781,3,57.430745
9.880888,12,60.122937
6.246573,8,62.453969
2.673366,4,63.911484
4.413795,6,65.750289
3.5025,5,66.820805
5.397247,7,68.345732
2.020759,3,68.994558
2.113567,3,69.666469
16.679826,18,73.629889
18.195363,20,79.762914
7.375669,9,81.763102
3.820612,5,82.792896
5.174062,7,84.300873
7.678046,10,86.546028
4.61069,6,87.878206
4.593976,6,89.23067
6.661842,9,92.460838
7.396836,9,94.931514
10.976022,14,97.950871
1.868426,3,98.636235
19.292611,20,103.087363
6.164182,8,105.813666
8.128327,10,108.792212
8.737604,11,111.310291
9.463127,11,115.417785
2.534908,4,116.28794
3.593609,5,117.399902
17.953847,20,123.539809
10.45645,13,126.496582
8.331598,11,128.971494
17.897373,20,134.732847
10.817443,14,138.434608
9.440775,11,140.843014
12.171732,15,144.077649
1.856344,3,144.716363
6.406281,8,146.821565
1.734122,3,147.909711
1.08341,2,148.656187
11.465167,15,152.665279
17.460915,20,156.972938
5.247694,7,158.453866
7.734711,10,161.023399
4.217872,6,163.277136
9.961941,12,166.523778
4.931242,6,167.821867
16.526026,20,172.20555
2.619297,4,173.102085
6.086586,7,174.747321
3.356256,5,176.590682
3.952889,5,178.39402
8.918477,11,180.961157
6.948769,9,182.911766
10.976003,14,185.956916
1.171506,2,186.376424
3.793316,5,187.475128
17.870043,20,193.616156
5.065804,7,195.136837
10.647639,13,198.02084
9.749441,12,200.663505
9.995186,13,203.934538
7.651169,10,207.528665
18.716732,20,211.896671
12.019438,15,215.179816
5.551812,7,216.718179
6.442109,8,219.285571
18.142038,20,224.632312
5.368467,7,226.14795
17.686166,20,230.57594
8.809802,11,234.070877
9.219444,11,237.163024
6.433245,8,238.922014
6.575652,8,240.720225
2.998393,4,241.58588
1.984355,3,242.252649
3.909594,5,243.346541
6.29012,8,245.083879
10.461808,13,249.477906
15.963578,19,253.945729
1.803176,3,254.595137
8.233931,10,256.828349
8.41816,11,259.210421
1.106952,2,259.641728
17.586981,20,265.744143
4.460022,6,267.059044
6.439395,8,268.839736
10.433435,12,271.537043
4.736214,6,272.845269
1.892779,3,273.505188
7.839898,10,277.062346
1.132136,2,277.844516
7.946208,11,280.368328
3.36249,5,281.439107
2.652759,4,282.340131
5.617902,7,283.863464
7.535187,9,285.840022
1.761453,3,286.495493
1.730152,3,287.167331
8.687053,11,290.539217
4.774098,7,292.807186
3.453698,5,293.889393
3.409809,5,294.952579
4.706263,6,296.253797
9.145765,12,298.853811
