#{"t_start": 1765081780.1096594, "env_id": "highway-fast-v0"}
r,l,t
12.597193,15,2.94221
2.053097,3,3.387222
6.399429,9,4.732955
3.878866,5,5.474512
2.499378,4,6.097016
4.432709,6,6.991074
9.211392,11,8.911635
8.7991,12,11.947674
2.013463,3,12.821515
12.801562,16,16.334565
21.218177,27,20.556995
2.633029,4,21.191991
7.377562,9,22.56845
12.414268,16,25.035689
2.713001,4,25.844125
15.21216,19,30.437304
3.812378,5,31.173253
3.046796,4,31.81038
13.800394,19,34.70196
3.333293,5,35.471507
6.646452,8,36.708921
17.74564,23,40.585842
15.466679,21,45.404065
12.6301,15,47.677059
3.999377,6,48.613051
11.848836,18,51.544657
6.179462,8,52.853956
11.278278,16,56.028584
7.881546,11,58.826973
4.497688,6,59.952211
3.478841,5,60.750204
7.532096,11,62.413656
6.412655,8,63.632881
3.232711,5,64.422801
8.682142,13,66.383258
14.177966,19,70.309484
8.745996,12,73.449888
8.298697,10,75.006263
17.962514,23,78.462898
7.482917,9,79.839668
21.652939,30,85.470669
4.117728,6,86.994436
1.782442,3,87.764609
13.645501,15,90.082298
8.578363,11,91.865561
3.000375,4,92.459962
11.97669,14,94.62237
10.745974,12,96.447871
7.845979,9,97.929911
4.065423,6,99.507403
23.364134,30,105.236379
20.553554,30,109.729382
23.916229,30,116.147972
3.930677,5,117.146283
2.681819,4,117.766773
10.095154,13,119.799424
1.115153,2,120.130129
13.116009,18,122.983016
9.830232,13,125.032949
12.645981,15,128.030936
4.366667,6,129.611968
9.132192,13,132.245747
3.046452,4,132.958277
6.518104,8,134.215199
8.732094,12,136.091268
8.614836,12,137.866146
1.732045,3,138.332079
11.430689,14,140.462129
16.464128,20,145.404642
17.784968,23,148.935348
5.132711,7,149.989959
2.648486,4,150.648967
4.116936,6,151.574552
14.799382,20,154.649424
13.180256,18,159.071247
10.715781,13,161.406772
4.550945,6,162.408786
9.513113,11,164.142313
12.06419,16,166.650871
6.082746,9,168.008217
18.448752,26,173.721066
7.063501,10,175.494633
3.979314,5,176.263478
1.950945,3,176.700871
4.945983,6,177.610464
18.701778,27,181.758559
4.235646,6,182.723749
20.295984,26,188.59686
8.666044,12,190.414559
13.84395,19,193.485875
13.600376,17,196.116634
4.411616,6,197.007932
3.812688,5,197.790054
2.013463,3,198.270921
13.611611,18,202.766828
5.612823,7,204.037328
1.946334,3,204.485737
21.366526,29,209.029253
2.969283,5,209.786856
22.100219,30,215.447389
20.246508,27,220.414047
18.414297,25,224.310567
2.515456,4,224.922371
10.319731,14,227.062373
2.632044,4,227.854073
5.353167,8,230.056771
5.185374,8,232.038571
6.251952,9,233.556483
2.499377,4,234.228643
1.980129,3,234.685468
8.402617,13,236.597775
8.215667,11,238.25855
11.084302,14,240.461879
5.051731,8,241.676188
1.880129,3,242.374515
5.284501,7,244.344368
4.382123,6,245.93962
6.431429,9,247.45104
3.366003,5,248.223568
8.0456,11,249.943723
4.764896,7,251.010335
6.086431,8,252.250377
1.879667,3,252.69777
19.163068,22,256.148437
6.667254,9,258.403499
2.717641,4,259.420699
1.867501,3,260.272001
2.68388,4,261.073623
11.698488,17,263.687454
4.930174,7,264.86381
6.467465,9,266.241479
8.367996,12,268.105151
5.885493,8,269.309639
7.602619,12,271.486346
9.151038,12,274.666921
18.797255,26,278.824948
1.880129,3,279.28745
18.717556,25,283.106381
8.380136,12,285.107767
1.933704,3,285.884815
