#{"t_start": 1764780283.9025402, "env_id": "MyCustomEnv-v0"}
r,l,t
11.019063,14,10.848917
3.640587,5,12.669654
3.50687,5,14.724043
5.262873,7,16.272834
10.119897,12,18.854553
3.480454,5,19.881489
17.846797,20,24.274107
9.100249,11,28.865435
7.596455,9,31.059587
6.03725,8,33.108719
9.690781,12,35.736233
1.24323,2,36.140479
2.02559,3,36.795656
7.0444,9,39.118036
9.9995,13,43.417614
8.700339,11,45.848627
15.549482,19,50.166891
7.524919,9,52.091677
17.145819,20,58.011652
4.50569,6,59.384117
7.407685,9,61.305894
9.045117,11,63.718099
2.723579,4,64.614658
16.991319,20,70.527766
2.018072,3,71.200799
9.788982,13,74.075928
6.760347,9,76.086645
2.787296,4,76.977546
4.331466,6,78.226382
1.96836,3,78.8697
6.865327,9,81.336346
4.173519,6,83.531574
2.976268,4,84.717074
15.758735,18,88.597045
7.371341,9,90.606919
5.664926,7,92.174801
1.974917,3,92.807015
6.096256,8,94.801064
16.799603,20,100.741761
0.962406,2,101.182864
9.508704,12,103.821327
12.816107,16,107.409985
7.552758,10,110.704921
5.624716,7,112.729578
2.980436,4,113.595824
2.623081,4,114.507728
5.084733,6,115.839959
4.128497,6,117.206079
16.80813,20,121.800835
3.531111,5,123.480594
3.898308,5,125.348701
7.63986,10,127.752239
10.024729,13,130.648041
6.903028,9,132.634207
8.144304,10,134.793412
16.774022,20,140.99325
5.55289,7,142.560953
13.614567,17,146.321185
9.980201,13,149.210425
10.810371,14,153.959444
7.00114,9,155.94654
4.545136,6,157.308421
6.602585,8,158.997613
1.905671,3,159.668349
5.77228,7,161.220248
17.340587,20,166.97473
5.079163,7,168.73004
2.738515,4,169.606312
1.132782,2,170.087253
6.417868,8,171.818001
16.906655,20,176.277445
5.475105,7,177.981149
15.575803,18,183.402809
4.417611,6,184.75484
6.473643,8,186.502287
9.960693,13,189.30691
8.87846,11,191.86479
2.636261,4,193.427101
1.038896,2,194.158189
1.089453,2,194.881779
7.617354,9,197.082235
9.761557,12,199.744971
9.334331,12,202.39579
